date,dish_name,restaurant_name,price,meal_type,description,image
02 Dec 2025 (Tuesday),Nasi Goreng Ikan Masin,AS Nasi Kandar,RM 7.00,(Dinner),"The bois &amp; another are having Tomorrow rice. I want to discover all the options they have.

2 slices of cucumbers today
Chicken, and an amount of salty fish bones, there is some meat though (salty but nice)
Onion, Vege, Carrot, Fried onion, Red chili, Green chili
Weirdly a single smashed cherry tomato
                
                The rice itself is ok, but the bones are... let's say ""this is why we don't order this"".","2025/December/2025, December, image 3.png"
03 Dec 2025 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"So this time, I manage to snag utensils, at the cost of waiting quite a while for my food compared to mates.
                (they cleaned the utensils faster than cooking another breast)

                Peeked into how they serve rice, it seemed to be 1 nice bowlful, then add on half a bowl.
                Food coma? It seems fine for me portion wise.","2025/December/2025, December, image 4.png"
03 Dec 2025 (Wednesday),Nasi Goreng Kampung,HTC,RM 6.00,(Dinner),"Tutorial, club stuff, free 12 hour old food which I discarded, a cake to partially stop the hunger.
                Scramed with the reason called ""replacement class"", came here as it is the closest to CLC.
                
HTC is ok taste wise, nothing special, borderline tasteless?
Anchovies, Vegetable, Carrot, Green chili, Onions, Cabbage
...a suprise ginger piece??
     
                It's fine as emergency food. But otherwise, go to Dapo for more satisfaction.","2025/December/2025, December, image 5.png"
04 Dec 2025 (Thursday),Nasi Campur,Royal Tandoori,RM 9.00,(Lunch),"Class dismissed early due to quiz (help), bawang isn't open. Want to try others, but scared not worth.
                
2-ish scoops of rice
1 scoop + a bit more of vege: contains onions, and garlic slices
Chicken, skin has quite some tasteless breading which is bad
Curry sauce of what seems to be minced meat

                Should I retry the shawarma? But is there ever a chance for early dismissal again, or bawang not opening?","2025/December/2025, December, image 6.png"
04 Dec 2025 (Thursday),Golden Paste Style Pork  Rice,Hinz Kitchen,RM 12.30,(Dinner),"I'd like to try something new. Somehow 24 Nov 2023 me wanted to try it.
                
Carrot, Onion, Curry leaves, Green chili
Assume there's 13 pieces, some are sticked together. Maybe same portion as Thai Creamy
Quite oily to eat the bits, and in general for the bottom part
   
                It's good, but best to not make it the go-to. Thai Creamy is better to me.             
                
Golden Paste Style Pork Rice - 11.60
6% tax - 0.696
Total - 12.296","2025/December/2025, December, image 7.png"
08 Dec 2025 (Monday),Roti Kahwin,AS Nasi Kandar,RM 4.00,(Dinner),"This dish officially isn't on the menu, but the waiter seemed to understand it.
                
Roti canai: Costs 1.50
Roti telur: Costs 2.50
Left curry: good, tastes like goat
Middle curry: ok, tastes like fish
Sambal: had to specify I wanted it, it's sweet

                The dish itself is fine, but the lack of curry is ""ohmygod"".
                I really should man up and ask for more. Just the fear of them charging me more for what I think should be ""free"" holds me back.","2025/December/2025, December, image 8.png"
09 Dec 2025 (Tuesday),Nasi Kandar,AS Nasi Kandar,RM 10.00,(Lunch),"Manned up and asked for extra rice, this may be a mistake looking at the portion.
                
Quarter Fried Chicken - 8? From what I heard when paying (but aint chicken 5)
Initial rice was curried, the next half wasn't
Cabbage she was scooping a big one, then backed down &amp; gave smaller
Goat curry
Confirmed, drinks are only the 3 selections. Sirap ais today.

                I took 42 minutes to finish this. And then I was greeted with a price hike due to my choices.
                Hmm, maybe the young ones are more heedful. I think add rice only if I'm hungry in the future, else, stick with regular portions.","2025/December/2025, December, image 9.png"
09 Dec 2025 (Tuesday),Nasi Goreng Bujang,Ummifa,RM 7.00,(Dinner),"Dapur seems to not have any shawarma, so I decided to test here as I missed the boys dinner time.
                Bujang 7, Biasa 8. The difference I was told is (lack of) chicken.
                
Spicy thing: quite spicy but nice kick
Fried rice: vege &amp; cabbage, nearing tasteless tier, no wok hei. Hannas coloured fried rice is nearing this tier.
2 slices of cucumber, thin
Soup: similar with Warung Hannas, but lighter/less oily?
Egg: it carried the meal
     
                How is this stall popular? The other stalls serve better food. Or am I tasting the wrong food?","2025/December/2025, December, image 10.png"
10 Dec 2025 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"High seats make the meal taste a little off.
                
4 leaves, 2 cucumber slices
One of the leaves has a weird pesticide taste, bit into it, threw it.
Rice slightly off but I can't pinpoint where

                Gym was an experience. Wolfing it.","2025/December/2025, December, image 11.png"
10 Dec 2025 (Wednesday),Big Chicken Shawarma,Dapur Chilli,RM 10.00,(Dinner),"They're eating Wednesday rice (fitting). I wanted to eat what I wanted yesterday.
                
Cheese sauce: it's nice but a bit lacking further into the meal
Some tomato in it, also lettuce
It's 8 cuts, each cut is more or less 2 finger joints
Spicy sauce has a delayed kick, needs to hit throat for the kick; Garlic sauce is not as stonks
Limau ais: the ice they gave filled my cup, I finished my drink before the food
                
                Big is quite filling I would say, but small is good for a light meal.","2025/December/2025, December, image 12.png"
15 Dec 2025 (Monday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"Woke at 7ish, slept back, woke at 9:4Xam. Decided to tough it out until lunch.
                
Took a wing piece, thought it was a thigh. It's fine eitherway.
Rice is regular portion, but it seems we can scoop our own rice if wanted.
Cabbage. I wonder if tofu is considered a vege.
Iced lime.","2025/December/2025, December, image 13.png"
15 Dec 2025 (Monday),Creamy Butter Chicken With Rice,Ri Yue Ming,RM 11.00,(Dinner),"Swore I overheard McD, turns out they came here.
                9 pieces, and 4 remains when I finished the rice. Pork supremacy though, but price...
<small>""Discussion based"" MORE LIKE KBAT</small>","2025/December/2025, December, image 14.png"
16 Dec 2025 (Tuesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"As I got voluntarily kidnapped, Dapo has almost 0 food available, had to go back to the OG.
                The curse of popular stalls: lack of utensils. Had to survive with plastic ones I got from another stall before they restocked the metal.
                
Chicken: dry today. Not even soup can save it.
Rice: Some are ok, some are a lil off. There's a chunk of rice as well (seperatable in the end)
Tofu: per usual need to request then they'd change, but somehow now I gotten 5?
4 leaves, 1 mini leaf (slight pesticide taste but too late), 2 slices of cucumbers

                Now to past the time, awaiting an early dinner for club stuff.","2025/December/2025, December, image 15.png"
16 Dec 2025 (Tuesday),Nasi Lemak Classic,Azeey Kopitiam,RM 3.50,(Dinner),"A GDC meet is coming up at 6, but I'm not hungry yet.
                A small talk with Gemini later and I got suggested this, along with a small shawarma as a runner up.
                
Rice: fine, warm enough (scooped from a rice bucket), contains ginger &amp; onion?
Egg: half, small, but fine.
Sambal: sweet. edible, but sweet.
Peanuts: expected taste
Anchovies: it's fine, but a little air'ed
              
                I'm not planning to fill myself as I had a slightly late lunch, so hopefully I'll tank the hunger with fruits if it comes.","2025/December/2025, December, image 16.png"
17 Dec 2025 (Wednesday),Nasi Campur,Cita Rasa Delima,RM 9.00,(Lunch),"Not wanting to have bawang again, Izz isn't open, didn't want to venture back to Tandoori.
                Since you exist today, let's give you a chance.
                
Ayam Masak Merah: decent, may have taken a breast/thigh or back as it has those dark supposedly organs.
Kailan goreng: it contains red chili slices &amp; anchovies. Fine.
Rice: No idea how much she scooped, as when I looked into it, it seemed ""lots"".

                Let's say it is Komatra/Dapo food, but for Starbees price. Which kinda kills the worth of it, but it is ok as an alternative to Tandoori.","2025/December/2025, December, image 17.png"
17 Dec 2025 (Wednesday),Kam Heong Pork With Rice,Ri Yue Ming,RM 11.00,(Dinner),"I want to try something new. This is... not like Hinz.
                
Sauce: ok, spicy
Pork: overall fine, plentiful enough for me to finish my rice before it
Contains chili slices, onions.
Did I mention spicy? IT BURNSSSS (downed 3 cups of water)

                This spice is one of the most spiciest thing I had in weeks. Months even.
                Lowkey this meal is boikot worthy if I can't control the spice levels.","2025/December/2025, December, image 18.png"
18 Dec 2025 (Thursday),Ayam Gepuk - Set Biasa,Pasta Syok,RM 10.90,(Lunch),"Got told it was ""very ok"", migth as well give it a try.
                There seems to be lots of food deliver orders.
                It took 31 minutes. All my mates finished their food. Even the made to order ones.
                
Ayam Crispy: Hot, which is nice. Means they took their time cooking it.
3 normal sized raw cabbage, followed by 2 smaller ones. They're fine.
2.5 slices of cucumber.
Rice is typical. Would be nice if they allowed add ons (especially for free)
Sambal: spicy, not as spicy as yesterdays, but is nice.
Peanut sauce: peanuty. (nice. Same as rice, nice if more, better if unlimited free)
Kicap: it kinda taste like those dim sim sauces? (Had it raw without the rice to prevent contamination)

                I wonder if I were to order original it'd be faster.","2025/December/2025, December, image 19.png"
18 Dec 2025 (Thursday),Nasi Goreng Ayam Kunyit,AS Nasi Kandar,RM 8.00,(Dinner),"Boys are having Yesterdays Rice. I can't lie it's healthy, but 9... unless I order meat elsewhere?
                Anyways, back to you. Let's strike 1 more off the menu.
                
Fried rice: has fried onions, eggs, green chili
Tumeric fried chicken: has white onions, long beans, carrots, red chili, and cauliflower
2 lettuce leaves, 2 slices of cucumber
Finished the chicken a bit before the rice.

                They told me it was 9. ""Isn't the menu 8?"" Oh, chicken rose in price. We planned to sticker it, but now haven't done.
                Supposed chef overheard it, and said something like ""if the menu says 8 then it's 8"". 
                Asked for more information, and it seems Nasi Goreng Ayam Crispy is also no more.","2025/December/2025, December, image 20.png"
